배정기준일,현금배당,주식,종목코드,종목명,시장구분,배당구분,명의개서대리인,주식종류,주당배당금,,주당배당률(일반),,주당배당률(차등),,액면가,결산월
,지급일,유통(교부)일,,,,,,,일반,차등,현금,주식,현금,주식,,
20181231,,,217270,넵튠,코스닥시장,무배당,국민은행,보통주,0,,0,0,,,500,12
20181231,,,225570,넷게임즈,코스닥시장,무배당,한국예탁결제원,보통주,0,,0,0,,,500,12
20181231,,,251270,넷마블,유가증권시장,무배당,한국예탁결제원,보통주,0,,0,0,,,100,12
20181231,20190410,,104620,노랑풍선,코스닥시장,현금배당,국민은행,보통주,370,,74,0,,,500,12
20181231,20190418,,090350,노루페인트,유가증권시장,현금배당,하나은행,보통주,250,,50,0,,,500,12
20181231,20190418,,090355,노루페인트1우,유가증권시장,현금배당,하나은행,우선주,255,,51,0,,,500,12
20181231,20190418,,000320,노루홀딩스,유가증권시장,현금배당,하나은행,보통주,450,,90,0,,,500,12
20181231,20190418,,000325,노루홀딩스1우,유가증권시장,현금배당,하나은행,우선주,455,,91,0,,,500,12
20181231,20190410,,194700,노바렉스,코스닥시장,현금배당,국민은행,보통주,200,,40,0,,,500,12
20181231,,,285490,노바텍,코스닥시장,무배당,하나은행,보통주,0,,0,0,,,500,12
20181231,,,229500,노브메타파마,코넥스시장,무배당,국민은행,보통주,0,,0,0,,,500,12
20181231,20190405,,006280,녹십자,유가증권시장,현금배당,한국예탁결제원,보통주,1000,,20,0,,,5000,12
20181231,20190402,,144510,녹십자랩셀,코스닥시장,현금배당,국민은행,보통주,35,,7,0,,,500,12
20181231,20190405,,031390,녹십자셀,코스닥시장,현금배당,국민은행,보통주,100,,20,0,,,500,12
20181231,,,142280,녹십자엠에스,코스닥시장,무배당,한국예탁결제원,보통주,0,,0,0,,,500,12
20181231,20190405,,005250,녹십자홀딩스,유가증권시장,현금배당,국민은행,보통주,250,,50,0,,,500,12
20181231,20190405,,005255,녹십자홀딩스1우,기타비상장,현금배당,국민은행,우선주,255,,51,0,,,500,12
20181231,20190405,,005257,녹십자홀딩스2우,유가증권시장,현금배당,국민은행,2우선주,250,,50,0,,,500,12
20181231,20190426,,065560,녹원씨엔아이,코스닥시장,현금배당,한국예탁결제원,보통주,108,,21.6,0,,,500,12
20181231,20190415,,004370,농심,유가증권시장,현금배당,한국예탁결제원,보통주,4000,,80,0,,,5000,12
20181231,20190419,,072710,농심홀딩스,유가증권시장,현금배당,한국예탁결제원,보통주,2000,,40,0,,,5000,12
20181231,20190419,,054050,농업회사법인농우바이오,코스닥시장,현금배당,국민은행,보통주,350,300,70,0,.6,,500,12
20181231,20190426,,040160,누리텔레콤,코스닥시장,현금배당,한국예탁결제원,보통주,50,,10,0,,,500,12
20181231,,,069140,누리플랜,코스닥시장,무배당,국민은행,보통주,0,,0,0,,,500,12
20181231,,,060260,뉴보텍,코스닥시장,무배당,한국예탁결제원,보통주,0,,0,0,,,500,12
20181231,,,012340,뉴인텍,코스닥시장,무배당,한국예탁결제원,보통주,0,,0,0,,,500,12
20181231,,,214870,뉴지랩,코스닥시장,무배당,국민은행,보통주,0,,0,0,,,500,12
20181231,20190408,,270870,뉴트리,코스닥시장,현금배당,국민은행,보통주,100,,20,0,,,500,12
20181231,,,144960,뉴파워프라즈마,코스닥시장,무배당,국민은행,보통주,0,,0,0,,,100,12
20181231,20190426,,085670,뉴프렉스,코스닥시장,현금배당,국민은행,보통주,60,,12,0,,,500,12
20181231,20190328,,119860,다나와,코스닥시장,현금배당,한국예탁결제원,보통주,320,,64,0,,,500,12
20181231,,20190411,064260,다날,코스닥시장,주식배당,한국예탁결제원,보통주,0,,0,10,,,500,12
20181231,,,093640,다믈멀티미디어,코스닥시장,무배당,국민은행,보통주,0,,0,0,,,500,12
20181231,20190329,,058730,다스코,유가증권시장,현금배당,하나은행,보통주,200,,40,0,,,500,12
20181231,20190412,,023590,다우기술,유가증권시장,현금배당,국민은행,보통주,350,,70,0,,,500,12
20181231,20190415,,032190,다우데이타,코스닥시장,현금배당,국민은행,보통주,160,,32,0,,,500,12
20181231,20190426,,068240,다원시스,코스닥시장,현금배당,국민은행,보통주,50,,10,0,,,500,12
20181231,,,086080,다이노나,코넥스시장,무배당,한국예탁결제원,보통주,0,,0,0,,,500,12
20181231,,,08608L,다이노나2우,기타비상장,무배당,한국예탁결제원,2우선주,0,,0,0,,,500,12
20181231,,,08608M,다이노나3우,기타비상장,무배당,한국예탁결제원,3우선주,0,,0,0,,,500,12
20181231,,,08608N,다이노나4우,기타비상장,무배당,한국예탁결제원,4우선주,0,,0,0,,,500,12
20181231,,,08608P,다이노나5우,기타비상장,무배당,한국예탁결제원,5우선주,0,,0,0,,,500,12
20181231,,,08608Q,다이노나6우,기타비상장,무배당,한국예탁결제원,6우선주,0,,0,0,,,500,12
20181231,,,08608R,다이노나7우,기타비상장,무배당,한국예탁결제원,7우선주,0,,0,0,,,500,12
20181231,,,08608S,다이노나8우,기타비상장,무배당,한국예탁결제원,8우선주,0,,0,0,,,500,12
20181231,,,08608T,다이노나9우,기타비상장,무배당,한국예탁결제원,9우선주,0,,0,0,,,500,12
20181231,,,271850,다이오진,코넥스시장,무배당,국민은행,보통주,0,,0,0,,,100,12
20181231,20190419,,009280,다함이텍,프리보드시장,현금배당,국민은행,보통주,0,,10,0,,,5000,12
20181231,20190328,,019680,대교,유가증권시장,현금배당,한국예탁결제원,보통주,110,,22,0,,,500,12
20181231,20190328,,019685,대교 1우,유가증권시장,현금배당,한국예탁결제원,우선주,120,,24,0,,,500,12
20181231,20190412,,006370,대구백화점,유가증권시장,현금배당,국민은행,보통주,150,,3,0,,,5000,12
20181231,20190412,,006375,대구백화점1우,기타비상장,현금배당,국민은행,우선주,200,,4,0,,,5000,12
20181231,20190410,,008060,대덕전자,유가증권시장,현금배당,하나은행,보통주,300,,60,0,,,500,12
20181231,20190410,,00806K,대덕전자1우,유가증권시장,현금배당,하나은행,우선주,305,,61,0,,,500,12
20181231,20190426,,000490,대동공업,유가증권시장,현금배당,한국예탁결제원,보통주,50,,5,0,,,1000,12
20181231,20190425,,020400,대동금속,코스닥시장,현금배당,국민은행,보통주,300,,6,0,,,1000,12
20181231,20190417,,008830,대동기어,코스닥시장,현금배당,한국예탁결제원,보통주,250,,5,0,,,500,12
20181231,20190426,,048470,대동스틸,코스닥시장,현금배당,한국예탁결제원,보통주,50,,10,0,,,500,12
20181231,20190429,,004780,대륙제관,코스닥시장,현금배당,한국예탁결제원,보통주,80,,16,0,,,500,12
20181231,20190408,,005750,대림비앤코,유가증권시장,현금배당,한국예탁결제원,보통주,150,,15,0,,,1000,12
20181231,20190417,,000210,대림산업,유가증권시장,현금배당,한국예탁결제원,보통주,1700,,34,0,,,5000,12
20181231,20190417,,000215,대림산업1우,유가증권시장,현금배당,한국예탁결제원,우선주,1750,,35,0,,,5000,12
20181231,,,004440,대림씨엔에스,유가증권시장,무배당,한국예탁결제원,보통주,0,,0,0,,,1000,12
20181231,,,017650,대림제지,코스닥시장,무배당,하나은행,보통주,0,,0,0,,,100,12
20181231,20190404,,006570,대림통상,유가증권시장,현금배당,한국예탁결제원,보통주,150,,15,0,,,1000,12
20181231,,,007720,대명코퍼레이션,코스닥시장,무배당,하나은행,보통주,0,,0,0,,,500,12
20181231,,,290670,대보마그네틱,코스닥시장,무배당,한국예탁결제원,보통주,0,,0,0,,,500,12
20181231,20190411,,065630,대보정보통신,기타비상장,현금배당,한국예탁결제원,보통주,0,,16.66,0,,,500,12
20181231,20190410,,078140,대봉엘에스,코스닥시장,현금배당,국민은행,보통주,50,,10,0,,,500,12
20181231,20190422,,001680,대상,유가증권시장,현금배당,하나은행,보통주,550,,55,0,,,1000,12
20181231,20190422,,001685,대상1우,유가증권시장,현금배당,하나은행,우선주,560,,56,0,,,1000,12
20181231,20190419,,084690,대상홀딩스,유가증권시장,현금배당,하나은행,보통주,190,,19,0,,,1000,12
20181231,20190419,,084695,대상홀딩스1우,유가증권시장,현금배당,하나은행,우선주,200,,20,0,,,1000,12
20181231,20190418,,036480,대성미생물연구소,코스닥시장,현금배당,한국예탁결제원,보통주,85,,17,0,,,500,12
20181231,,,128820,대성산업,유가증권시장,무배당,하나은행,보통주,0,,0,0,,,5000,12
20181231,,,12882K,대성산업1우,기타비상장,무배당,하나은행,우선주,0,,0,0,,,5000,12
20181231,,,12882L,대성산업2우,기타비상장,무배당,하나은행,2우선주,0,,0,0,,,5000,12
20181231,,,12882M,대성산업3우,기타비상장,무배당,하나은행,3우선주,0,,0,0,,,5000,12
20181231,20190418,,117580,대성에너지,유가증권시장,현금배당,국민은행,보통주,250,,25,0,,,1000,12
20181231,,,025440,대성엘텍,코스닥시장,무배당,국민은행,보통주,0,,0,0,,,500,12
20181231,,,027830,대성창업투자,코스닥시장,무배당,한국예탁결제원,보통주,0,,0,0,,,500,12
20181231,,,104040,대성파인텍,코스닥시장,무배당,하나은행,보통주,0,,0,0,,,100,12
20181231,20190425,,016710,대성홀딩스,유가증권시장,현금배당,국민은행,보통주,250,,25,0,,,1000,12
20181231,20190405,,003540,대신증권,유가증권시장,현금배당,한국예탁결제원,보통주,620,,12.4,0,,,5000,12
20181231,20190405,,003545,대신증권1우,유가증권시장,현금배당,한국예탁결제원,우선주,670,,13.4,0,,,5000,12
20181231,20190405,,003547,대신증권2우,유가증권시장,현금배당,한국예탁결제원,2우선주,620,,12.4,0,,,5000,12
20181231,20190417,,045390,대아티아이,코스닥시장,현금배당,하나은행,보통주,20,,20,0,,,100,12
20181231,,,009190,대양금속,유가증권시장,무배당,한국예탁결제원,보통주,0,,0,0,,,500,12
20181231,,,00919K,대양금속1우,기타비상장,무배당,한국예탁결제원,우선주,0,,0,0,,,500,12
20181231,,,00919L,대양금속2우,기타비상장,무배당,한국예탁결제원,2우선주,0,,0,0,,,500,12
20181231,,,108380,대양전기공업,코스닥시장,무배당,국민은행,보통주,0,,0,0,,,500,12
20181231,20190411,,006580,대양제지공업,코스닥시장,현금배당,국민은행,보통주,50,,10,0,,,500,12
20181231,,,014160,대영포장,유가증권시장,무배당,하나은행,보통주,0,,0,0,,,500,12
20181231,,,047040,대우건설,유가증권시장,무배당,하나은행,보통주,0,,0,0,,,5000,12
20181231,,,009320,대우전자부품,유가증권시장,무배당,국민은행,보통주,0,,0,0,,,500,12
20181231,,,042660,대우조선해양,유가증권시장,무배당,하나은행,보통주,0,,0,0,,,5000,12
20181231,20190419,,003090,대웅,유가증권시장,현금배당,한국예탁결제원,보통주,100,,20,0,,,500,12
20181231,20190419,,069620,대웅제약,유가증권시장,현금배당,한국예탁결제원,보통주,600,,24,0,,,2500,12
20181231,20190415,,007680,대원,코스닥시장,현금배당,한국예탁결제원,보통주,250,,50,0,,,500,12
20181231,20190320,,000430,대원강업,유가증권시장,현금배당,한국예탁결제원,보통주,115,,23,0,,,500,12
20181231,,,311840,대원모방,코넥스시장,무배당,국민은행,보통주,0,,0,0,,,500,12
20181231,20190412,,048910,대원미디어,코스닥시장,현금배당,한국예탁결제원,보통주,100,50,20,0,.1,,500,12
20181231,20190405,,005710,대원산업,코스닥시장,현금배당,한국예탁결제원,보통주,125,,25,0,,,500,12
20181231,,,006340,대원전선,유가증권시장,무배당,한국예탁결제원,보통주,0,,0,0,,,500,12
20181231,,,006345,대원전선1우,유가증권시장,무배당,한국예탁결제원,우선주,0,,0,0,,,500,12
20181231,20190412,,003220,대원제약,유가증권시장,현금배당,국민은행,보통주,260,,52,0,,,500,12
20181231,,,024890,대원화성,유가증권시장,무배당,하나은행,보통주,0,,0,0,,,500,12
20181231,20190415,,290380,대유,코스닥시장,현금배당,국민은행,보통주,220,,44,0,,,500,12
20181231,,,002880,대유에이텍,유가증권시장,무배당,하나은행,보통주,0,,0,0,,,500,12
20181231,,,00288K,대유에이텍1우,기타비상장,무배당,하나은행,우선주,0,,0,0,,,500,12
20181231,,,00288L,대유에이텍2우,기타비상장,무배당,하나은행,2우선주,0,,0,0,,,500,12
20181231,,,00288M,대유에이텍3우,기타비상장,무배당,하나은행,3우선주,0,,0,0,,,500,12
20181231,,,00288N,대유에이텍4우,기타비상장,무배당,하나은행,4우선주,0,,0,0,,,500,12
20181231,20190419,,290120,대유에이피,코스닥시장,현금배당,국민은행,보통주,200,,40,0,,,500,12
20181231,,,000300,대유플러스,유가증권시장,무배당,하나은행,보통주,0,,0,0,,,500,12
20181231,20190404,,048740,대전방송,기타비상장,현금배당,한국예탁결제원,보통주,100,,2,0,,,5000,12
20181231,20190416,,120240,대정화금,코스닥시장,현금배당,한국예탁결제원,보통주,300,,60,0,,,500,12
20181231,20190412,,003310,대주산업,코스닥시장,현금배당,국민은행,보통주,30,,6,0,,,500,12
20181231,,,114920,대주이엔티,코넥스시장,무배당,국민은행,보통주,0,,0,0,,,500,12
20181231,20190422,,078600,대주전자재료,코스닥시장,현금배당,한국예탁결제원,보통주,0,,0,0,,,500,12
20181231,20190422,,07860K,대주전자재료1우,기타비상장,현금배당,한국예탁결제원,우선주,25,,5,0,,,500,12
20181231,20190412,,012800,대창,유가증권시장,현금배당,하나은행,보통주,30,,6,0,,,500,12
20181231,20190412,,012805,대창1우,기타비상장,현금배당,하나은행,우선주,35,,7,0,,,500,12
20181231,20190426,,015230,대창단조,유가증권시장,현금배당,국민은행,보통주,1000,,20,0,,,5000,12
20181231,,,096350,대창솔루션,코스닥시장,무배당,국민은행,보통주,0,,0,0,,,100,12
20181231,20190425,,140520,대창스틸,코스닥시장,현금배당,하나은행,보통주,100,,20,0,,,500,12
20181231,20190412,,131220,대한과학,코스닥시장,현금배당,한국예탁결제원,보통주,60,,12,0,,,500,12
20181231,,,010170,대한광통신,코스닥시장,무배당,하나은행,보통주,0,,0,0,,,500,12
20181231,20190419,,001070,대한방직,유가증권시장,현금배당,하나은행,보통주,300,,30,0,,,1000,12
20181231,20190412,,023910,대한약품공업,코스닥시장,현금배당,국민은행,보통주,300,200,60,0,.4,,500,12
20181231,20190318,,006650,대한유화,유가증권시장,현금배당,국민은행,보통주,4000,,80,0,,,5000,12
20181231,,,001440,대한전선,유가증권시장,무배당,하나은행,보통주,0,,0,0,,,500,12
20181231,,,001447,대한전선2우,기타비상장,무배당,하나은행,2우선주,0,,0,0,,,500,12
20181231,,,001449,대한전선3우,기타비상장,무배당,하나은행,3우선주,0,,0,0,,,500,12
20181231,,,00144A,대한전선4우,기타비상장,무배당,하나은행,4우선주,0,,0,0,,,500,12
20181231,,,00144K,대한전선5우,기타비상장,무배당,하나은행,5우선주,0,,0,0,,,500,12
20181231,20190412,,084010,대한제강,유가증권시장,현금배당,한국예탁결제원,보통주,150,,15,0,,,1000,12
20181231,20190329,,001790,대한제당,유가증권시장,현금배당,하나은행,보통주,550,,22,0,,,2500,12
20181231,20190329,,001795,대한제당1우,유가증권시장,현금배당,하나은행,우선주,575,,23,0,,,2500,12
20181231,20190329,,001799,대한제당3우,유가증권시장,현금배당,하나은행,3우선주,575,,23,0,,,2500,12
20181231,20190415,,001130,대한제분,유가증권시장,현금배당,한국예탁결제원,보통주,2500,,50,0,,,5000,12
20181231,20190426,,003490,대한항공,유가증권시장,현금배당,한국예탁결제원,보통주,250,,5,0,,,5000,12
20181231,20190426,,003495,대한항공1우,유가증권시장,현금배당,한국예탁결제원,우선주,300,,6,0,,,5000,12
20181231,,,005880,대한해운,유가증권시장,무배당,하나은행,보통주,0,,0,0,,,5000,12
20181231,20190415,,003830,대한화섬,유가증권시장,현금배당,한국예탁결제원,보통주,750,,15,0,,,5000,12
20181231,20190327,,016090,대현,유가증권시장,현금배당,하나은행,보통주,80,,16,0,,,500,12
20181231,,,069460,대호에이엘,유가증권시장,무배당,한국예탁결제원,보통주,0,,0,0,,,500,12
20181231,,,069465,대호에이엘1우,기타비상장,무배당,한국예탁결제원,우선주,0,,0,0,,,500,12
20181231,20190418,,067080,대화제약,코스닥시장,현금배당,하나은행,보통주,100,,20,0,,,500,12
20181231,,,161570,더 미동,코스닥시장,무배당,한국예탁결제원,보통주,0,,0,0,,,500,12
20181231,20190419,,192080,더블유게임즈,유가증권시장,현금배당,한국예탁결제원,보통주,350,,70,0,,,500,12
20181231,,,073570,더블유아이,코스닥시장,무배당,하나은행,보통주,0,,0,0,,,500,12
20181231,,,089230,더이앤엠,코스닥시장,무배당,국민은행,보통주,0,,0,0,,,100,12
20181231,20190423,,012510,더존비즈온,유가증권시장,현금배당,하나은행,보통주,450,,90,0,,,500,12
20181231,20190419,,302920,더콘텐츠온,코넥스시장,현금배당,국민은행,보통주,0,,0,0,,,500,12
20181231,20190419,,30292L,더콘텐츠온 2우,기타비상장,현금배당,국민은행,2우선주,5,,1,0,,,500,12
20181231,20190419,,30292N,더콘텐츠온 4우,기타비상장,현금배당,국민은행,4우선주,5,,1,0,,,500,12
20181231,20190419,,30292P,더콘텐츠온 5우,기타비상장,현금배당,국민은행,5우선주,5,,1,0,,,500,12
20181231,20190419,,30292K,더콘텐츠온1우,기타비상장,현금배당,국민은행,우선주,5,,1,0,,,500,12
20181231,20190419,,30292M,더콘텐츠온3우,기타비상장,현금배당,국민은행,3우선주,5,,1,0,,,500,12
20181231,,,213420,덕산네오룩스,코스닥시장,무배당,한국예탁결제원,보통주,0,,0,0,,,200,12
20181231,,,077360,덕산하이메탈,코스닥시장,무배당,한국예탁결제원,보통주,0,,0,0,,,200,12
20181231,20190419,,004830,덕성,유가증권시장,현금배당,한국예탁결제원,보통주,20,,4,0,,,500,12
20181231,20190419,,004835,덕성1우,유가증권시장,현금배당,한국예탁결제원,우선주,25,,5,0,,,500,12
20181231,20190410,,090410,덕신하우징,코스닥시장,현금배당,하나은행,보통주,30,,30,0,,,100,12
20181231,20190416,,024900,덕양산업,유가증권시장,현금배당,국민은행,보통주,20,,4,0,,,500,12
20181231,20190417,,263600,덕우전자,코스닥시장,현금배당,한국예탁결제원,보통주,200,,40,0,,,500,12
20181231,,,194480,데브시스터즈,코스닥시장,무배당,한국예탁결제원,보통주,0,,0,0,,,500,12
20181231,,,263800,데이타솔루션,코스닥시장,무배당,한국예탁결제원,보통주,0,,0,0,,,500,12
20181231,,,199150,데이터스트림즈,코넥스시장,무배당,국민은행,보통주,0,,0,0,,,500,12
20181231,,,139050,데일리블록체인,코스닥시장,무배당,국민은행,보통주,0,,0,0,,,500,12
20181231,,,139055,데일리블록체인1우,기타비상장,무배당,국민은행,우선주,0,,0,0,,,500,12
20181231,,,017680,데코앤이,기타비상장,무배당,하나은행,보통주,0,,0,0,,,500,12
20181231,,,017685,데코앤이1우,기타비상장,무배당,하나은행,우선주,0,,0,0,,,500,12
20181231,,,206560,덱스터스튜디오,코스닥시장,무배당,한국예탁결제원,보통주,0,,0,0,,,500,12
20181231,,,20656K,덱스터스튜디오1우,기타비상장,무배당,한국예탁결제원,우선주,0,,0,0,,,500,12
20181231,,,20656L,덱스터스튜디오2우,기타비상장,무배당,한국예탁결제원,2우선주,0,,0,0,,,500,12
20181231,20190412,,145720,덴티움,유가증권시장,현금배당,국민은행,보통주,150,,30,0,,,500,12
20181231,,,067990,도이치모터스,코스닥시장,무배당,한국예탁결제원,보통주,0,,0,0,,,500,12
20181231,20190405,,002150,도화엔지니어링,유가증권시장,현금배당,국민은행,보통주,220,,44,0,,,500,12
20181231,,,006620,동구바이오제약,코스닥시장,무배당,한국예탁결제원,보통주,0,,0,0,,,500,12
20181231,,,00662L,동구바이오제약2우,기타비상장,무배당,한국예탁결제원,2우선주,0,,0,0,,,500,12
20181231,,,00662M,동구바이오제약3우,기타비상장,무배당,한국예탁결제원,3우선주,0,,0,0,,,500,12
20181231,20190416,,100130,동국S&C,코스닥시장,현금배당,국민은행,보통주,80,,16,0,,,500,12
20181231,20190419,,005160,동국산업,코스닥시장,현금배당,하나은행,보통주,130,,13,0,,,1000,12
20181231,20190422,,075970,동국알앤에스,코스닥시장,현금배당,하나은행,보통주,80,,8,0,,,1000,12
20181231,20190419,,086450,동국제약,코스닥시장,현금배당,국민은행,보통주,520,,20.8,0,,,2500,12
20181231,20190419,,08645K,동국제약1우,기타비상장,현금배당,국민은행,우선주,520,,20.8,0,,,2500,12
20181231,20190320,,023450,동남합성,유가증권시장,현금배당,하나은행,보통주,3000,,60,0,,,500,12
20181231,20190422,,004140,동방,유가증권시장,현금배당,국민은행,보통주,10,,1,0,,,1000,12
20181231,,,099410,동방선기,코스닥시장,무배당,국민은행,보통주,0,,0,0,,,500,12
20181231,20190329,,007590,동방아그로,유가증권시장,현금배당,하나은행,보통주,250,,50,0,,,500,12
20181231,20190329,,007595,동방아그로1우,기타비상장,현금배당,하나은행,우선주,255,,51,0,,,500,12
20181231,20190329,,007597,동방아그로2우,기타비상장,현금배당,하나은행,2우선주,255,,51,0,,,500,12
20181231,20190417,,005960,동부건설,유가증권시장,현금배당,한국예탁결제원,보통주,300,,6,0,,,5000,12
20181231,20190417,,005965,동부건설1우,유가증권시장,현금배당,한국예탁결제원,우선주,350,,7,0,,,5000,12
20181231,,,281740,동부제5호기업인수목적,코스닥시장,무배당,국민은행,보통주,0,,0,0,,,100,12
20181231,,,016380,동부제철,유가증권시장,무배당,한국예탁결제원,보통주,0,,0,0,,,5000,12
20181231,,,016385,동부제철1우,유가증권시장,무배당,한국예탁결제원,우선주,0,,0,0,,,5000,12
20181231,,,016387,동부제철2우,기타비상장,무배당,한국예탁결제원,2우선주,0,,0,0,,,5000,12
20181231,,,016389,동부제철3우,기타비상장,무배당,한국예탁결제원,3우선주,0,,0,0,,,5000,12
20181231,,,083370,동북아12호선박투자회사,유가증권시장,무배당,한국예탁결제원,보통주,0,,0,0,,,5000,12
20181231,,,083380,동북아13호선박투자회사,유가증권시장,무배당,한국예탁결제원,보통주,0,,0,0,,,5000,12
20181231,20190227,,026960,동서,유가증권시장,현금배당,하나은행,보통주,700,,140,0,,,500,12
20181231,,,002210,동성제약,유가증권시장,무배당,하나은행,보통주,0,,0,0,,,1000,12
20181231,20190425,,102260,동성코퍼레이션,유가증권시장,현금배당,한국예탁결제원,보통주,200,,20,0,,,1000,12
20181231,,,033500,동성화인텍,코스닥시장,무배당,한국예탁결제원,보통주,0,,0,0,,,500,12
20181231,20190424,,005190,동성화학,유가증권시장,현금배당,한국예탁결제원,보통주,500,,50,0,,,1000,12
20181231,20190425,,025950,동신건설,코스닥시장,현금배당,국민은행,보통주,150,80,30,0,.16,,500,12
20181231,20190416,,060970,동아닷컴,기타비상장,현금배당,하나은행,보통주,0,,25,0,,,500000,12
20181231,20190412,,000640,동아쏘시오홀딩스,유가증권시장,현금배당,하나은행,보통주,1000,,20,0,,,5000,12
20181231,20190412,,170900,동아에스티,유가증권시장,현금배당,하나은행,보통주,1000,,20,0,,,5000,12
20181231,20190419,,088130,동아엘텍,코스닥시장,현금배당,한국예탁결제원,보통주,150,,30,0,,,500,12
20181231,20190412,,028100,동아지질,유가증권시장,현금배당,한국예탁결제원,보통주,200,,40,0,,,500,12
20181231,20190327,,282690,동아타이어공업(신설),유가증권시장,현금배당,한국예탁결제원,보통주,300,,60,0,,,500,12
20181231,20190410,,041930,동아화성,코스닥시장,현금배당,국민은행,보통주,50,,10,0,,,500,12
20181231,20190412,,001520,동양,유가증권시장,현금배당,한국예탁결제원,보통주,50,,10,0,,,500,12
20181231,20190412,,001525,동양1우,유가증권시장,현금배당,한국예탁결제원,우선주,100,,20,0,,,500,12
20181231,20190412,,001527,동양2우,유가증권시장,현금배당,한국예탁결제원,2우선주,150,,30,0,,,500,12
20181231,20190412,,001529,동양3우,유가증권시장,현금배당,한국예탁결제원,3우선주,150,,30,0,,,500,12
20181231,20190412,,00152A,동양4우,기타비상장,현금배당,한국예탁결제원,4우선주,150,,30,0,,,500,12
20181231,20190418,,084670,동양고속,유가증권시장,현금배당,하나은행,보통주,500,,10,0,,,5000,12
20181231,,,030790,동양네트웍스,유가증권시장,무배당,한국예탁결제원,보통주,0,,0,0,,,500,12
20181231,20190410,,002900,동양물산기업,유가증권시장,현금배당,하나은행,보통주,10,,2,0,,,500,12
20181231,20190410,,082640,동양생명보험,유가증권시장,현금배당,국민은행,보통주,100,,2,0,,,5000,12
20181231,20190328,,060380,동양에스텍,코스닥시장,현금배당,하나은행,보통주,100,,20,0,,,500,12
20181231,20190419,,079960,동양이엔피,코스닥시장,현금배당,하나은행,보통주,300,,60,0,,,500,12
20181231,,,228340,동양파일,코스닥시장,무배당,국민은행,보통주,0,,0,0,,,500,12
20181231,20190423,,092780,동양피스톤,유가증권시장,현금배당,국민은행,보통주,120,,24,0,,,500,12
20181231,20190424,,104460,동양피엔에프,코스닥시장,현금배당,국민은행,보통주,150,,30,0,,,500,12
20181231,20190426,,088910,동우팜투테이블,코스닥시장,현금배당,국민은행,보통주,50,,10,0,,,500,12
20181231,20190418,20190418,094170,동운아나텍,코스닥시장,동시배당,국민은행,보통주,20,,4,10,,,500,12
20181231,20190418,,09417K,동운아나텍5우,기타비상장,동시배당,국민은행,5우선주,20,,4,10,,,500,12
20181231,20190419,,013120,동원개발,코스닥시장,현금배당,하나은행,보통주,185,,37,0,,,500,12
20181231,20190412,,006040,동원산업,유가증권시장,현금배당,국민은행,보통주,3000,,60,0,,,5000,12
20181231,,,030720,동원수산,유가증권시장,무배당,국민은행,보통주,0,,0,0,,,5000,12
20181231,20190412,,014820,동원시스템즈,유가증권시장,현금배당,하나은행,보통주,500,,10,0,,,5000,12
20181231,20190412,,014825,동원시스템즈1우,유가증권시장,현금배당,하나은행,우선주,550,,11,0,,,5000,12
20181231,20190418,,049770,동원에프앤비,유가증권시장,현금배당,국민은행,보통주,3000,,60,0,,,5000,12
20181231,20190415,,095380,동원엔터프라이즈,기타비상장,현금배당,한국예탁결제원,보통주,1000,,20,0,,,5000,12
20181231,20190416,20190416,163560,동일고무벨트,유가증권시장,동시배당,한국예탁결제원,보통주,90,,18,2.69230769231,,,500,12
20181231,20190405,,109860,동일금속,코스닥시장,현금배당,한국예탁결제원,보통주,230,,46,0,,,500,12
20181231,20190417,20190417,032960,동일기연,코스닥시장,동시배당,국민은행,보통주,40,,8,4,,,500,12
20181231,20190404,,004890,동일산업,유가증권시장,현금배당,한국예탁결제원,보통주,1500,,30,0,,,5000,12
20181231,,,002690,동일제강,유가증권시장,무배당,한국예탁결제원,보통주,0,,0,0,,,500,12
20181231,,,023790,동일철강,코스닥시장,무배당,국민은행,보통주,0,,0,0,,,500,12
20181231,20190419,,005290,동진쎄미켐,코스닥시장,현금배당,한국예탁결제원,보통주,90,,18,0,,,500,12
20181231,20190419,20190418,025900,동화기업,코스닥시장,동시배당,하나은행,보통주,250,,50,50,,,500,12
20181231,20190415,,000020,동화약품,유가증권시장,현금배당,한국예탁결제원,보통주,120,,12,0,,,1000,12
20181231,20190426,,000150,두산,유가증권시장,현금배당,하나은행,보통주,1300,,26,0,,,5000,12
20181231,20190426,,000155,두산1우,유가증권시장,현금배당,하나은행,우선주,1350,,27,0,,,5000,12
20181231,20190426,,000157,두산2우,유가증권시장,현금배당,하나은행,2우선주,1300,,26,0,,,5000,12
20181231,,,011160,두산건설,유가증권시장,무배당,하나은행,보통주,0,,0,0,,,500,12
20181231,,,01116K,두산건설1우,기타비상장,무배당,하나은행,우선주,0,,0,0,,,500,12
20181231,,,01116L,두산건설2우,기타비상장,무배당,하나은행,2우선주,0,,0,0,,,500,12
20181231,20190426,,241560,두산밥캣,유가증권시장,현금배당,한국예탁결제원,보통주,500,,100,0,,,500,12
20181231,,,042670,두산인프라코어,유가증권시장,무배당,하나은행,보통주,0,,0,0,,,5000,12
20181231,20190426,,034020,두산중공업,유가증권시장,현금배당,하나은행,보통주,0,,0,0,,,5000,12
20181231,20190426,,03402K,두산중공업1우,기타비상장,현금배당,하나은행,우선주,1356,,27.12,0,,,5000,12
